what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505389937520
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505389958866
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1505389960008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505389960289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505389967445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390142969
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390149860
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505390149891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390153345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390156064
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1505390158361
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505390160158
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1505390165002
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1505390168908
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1505390178450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390216345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390222892
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505390261146
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1505390266444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505390296822
