what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268248747
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268248793
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268251771
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268260631
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268263411
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268263630
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268265415
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268265649
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268265696
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268267084
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268267318
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268273499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268282256
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268283741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268284233
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268287563
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268288782
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505268288798
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268289064
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268290162
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268290444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268292428
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505268295826
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268296032
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268299208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268303717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268305552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268306552
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505268306552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268306818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268308099
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268308131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268310108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268312348
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268316177
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505268316208
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268316500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268319124
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268320505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268324755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268325802
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505268325802
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268326084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268327209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268327483
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268329450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268334200
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268337912
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268353567
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268353614
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268354594
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268354625
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268357296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268370294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268478881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1505268497904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268498424
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268501034
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268501909
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268501956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268504378
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268506316
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505268509681
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268509885
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268512120
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268513291
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268518881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268520521
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268521334
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1505268523162
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268524985
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268526125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268526969
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268528526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268529399
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1505268529524
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1505268529540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268532275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268533822
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505268533837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268534103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268534931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268535462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268537494
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505268543309
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505268543621
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268546731
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268547575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268551145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268552911
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505268552927
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268553177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268554474
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268554489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268556437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268561233
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268564890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268574123
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268577029
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268577841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268697459
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1505268709307
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268711008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268722246
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268730196
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268735697
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505268750882
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1505268752495
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268752746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268759032
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1505268769497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505268771419
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1505268781416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268793829
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268803903
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.rename.element",1505268803919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268819145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268821599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505268821771
