what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1505292476715
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292476980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292484028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292490760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292492698
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505292492714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292492979
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292493979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292494261
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292496308
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292501122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292504935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1505292533560
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505292535855
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292541027
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505292554344
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1505292568843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505292570656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505292583936
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1505292587124
