what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1505181741380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505181743333
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1505181764491
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1505181864111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505181864377
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505181870627
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505181872269
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1505181874019
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1505181875206
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1505181875222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505181879206
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505181882645
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1505181882660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505181882926
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505182015830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505182139140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505182166971
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505182167659
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505182245386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505182517083
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505182579222
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1505182579284
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505182580940
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1505182602065
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1505182602299
