what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237888070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237890787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237891823
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237893202
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504237899587
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504237904035
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504237910962
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1504237929385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237939492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237941168
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237941198
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237943815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237945009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237951791
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504237957894
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504237962390
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504237969195
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1504237994492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237997419
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237998943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504237998971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238001487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238002785
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238004689
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504238011098
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504238015657
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504238022528
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1504238037712
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238043185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238045344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238045375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238048375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238049357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504238051791
